id,date,type,category,description,amount,currency,merchantId,merchantName,mcc,isRecurring,essentiality,labelRecurring,labelEssential
txn_6371,2025-06-13,expense,transport,Transport expense,278.88,INR,m_bp,BP,5541,False,essential,0,1
txn_6372,2025-12-27,expense,travel,Travel expense,26.15,USD,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_6373,2025-02-12,expense,internet,Internet expense,353.36,GBP,m_sky,Sky,4899,True,essential,1,1
txn_6374,2025-05-02,income,dividend,Dividend payment,3585.4,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6375,2025-09-17,income,salary,Salary payment,3379.73,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_6376,2025-08-10,income,freelance,Freelance payment,876.75,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6377,2025-04-23,expense,entertainment,Entertainment expense,461.36,GBP,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_6378,2025-12-05,expense,rent,Rent expense,196.94,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6379,2025-06-30,expense,shopping,Shopping expense,268.06,INR,m_ikea,IKEA,5712,False,discretionary,0,0
txn_6380,2025-11-03,expense,groceries,Groceries expense,409.01,GBP,m_tesco,Tesco,5411,False,essential,0,1
txn_6381,2025-08-18,expense,rent,Rent expense,425.77,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6382,2025-06-19,expense,utilities,Utilities expense,524.68,USD,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_6383,2025-06-16,expense,groceries,Groceries expense,598.4,GBP,m_waitrose,Waitrose,5411,False,essential,0,1
txn_6384,2025-01-01,expense,internet,Internet expense,343.12,GBP,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_6385,2025-01-20,expense,shopping,Shopping expense,396.26,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_6386,2025-03-27,income,freelance,Freelance payment,1639.88,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6387,2025-09-25,expense,rent,Rent expense,6.64,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6388,2025-09-21,income,interest,Interest payment,2786.88,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6389,2025-02-06,income,salary,Salary payment,2810.06,USD,m_employer,Employer Payroll,0,True,essential,1,1
txn_6390,2025-09-11,expense,entertainment,Entertainment expense,71.87,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_6391,2025-05-07,expense,mobile,Mobile expense,530.55,INR,m_vodafone,Vodafone,4814,True,essential,1,1
txn_6392,2025-11-01,income,bonus,Bonus payment,2844.54,GBP,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_6393,2025-01-25,expense,dining,Dining expense,313.48,USD,m_wagamama,Wagamama,5812,False,discretionary,0,0
txn_6394,2025-09-06,expense,transport,Transport expense,308.99,GBP,m_nationalrail,National Rail,4112,False,essential,0,1
txn_6395,2025-11-26,expense,internet,Internet expense,391.87,INR,m_sky,Sky,4899,True,essential,1,1
txn_6396,2025-10-07,expense,subscriptions,Subscriptions expense,142.44,GBP,m_disney,Disney+,4899,True,discretionary,1,0
txn_6397,2025-10-22,expense,rent,Rent expense,427.64,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6398,2025-10-19,income,interest,Interest payment,1101.41,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6399,2025-10-28,expense,subscriptions,Subscriptions expense,167.46,GBP,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_6400,2025-08-25,expense,subscriptions,Subscriptions expense,187.2,GBP,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_6401,2025-02-26,expense,utilities,Utilities expense,242.99,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_6402,2025-03-29,expense,travel,Travel expense,384.87,USD,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_6403,2025-06-25,expense,coffee,Coffee expense,461.62,USD,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_6404,2025-07-01,expense,entertainment,Entertainment expense,235.82,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_6405,2025-05-13,expense,mobile,Mobile expense,310.4,USD,m_vodafone,Vodafone,4814,True,essential,1,1
txn_6406,2025-11-17,expense,utilities,Utilities expense,487.8,GBP,m_britishgas,British Gas,4900,True,essential,1,1
txn_6407,2025-12-27,expense,shopping,Shopping expense,304.76,INR,m_amazon,Amazon,5942,False,discretionary,0,0
txn_6408,2025-06-10,expense,health,Health expense,299.13,USD,m_nhs,NHS,8099,False,essential,0,1
txn_6409,2025-08-02,expense,travel,Travel expense,287.22,GBP,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_6410,2025-06-08,expense,coffee,Coffee expense,406.96,USD,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_6411,2025-09-08,expense,rent,Rent expense,597.66,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6412,2025-11-30,expense,utilities,Utilities expense,574.47,INR,m_thameswater,Thames Water,4900,True,essential,1,1
txn_6413,2025-02-18,expense,shopping,Shopping expense,395.24,USD,m_amazon,Amazon,5942,False,discretionary,0,0
txn_6414,2025-11-25,expense,internet,Internet expense,321.69,INR,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_6415,2025-07-18,expense,dining,Dining expense,120.03,USD,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_6416,2025-12-31,expense,rent,Rent expense,143.31,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6417,2025-04-07,expense,transport,Transport expense,572.45,GBP,m_trainline,Trainline,4112,False,essential,0,1
txn_6418,2025-06-20,expense,entertainment,Entertainment expense,114.0,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_6419,2025-02-14,expense,health,Health expense,481.1,USD,m_boots,Boots,5912,False,essential,0,1
txn_6420,2025-06-11,income,freelance,Freelance payment,1391.54,INR,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6421,2025-12-10,expense,coffee,Coffee expense,374.6,GBP,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_6422,2025-03-21,expense,dining,Dining expense,85.51,GBP,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_6423,2025-03-07,expense,utilities,Utilities expense,46.75,INR,m_britishgas,British Gas,4900,True,essential,1,1
txn_6424,2025-08-06,expense,rent,Rent expense,351.93,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6425,2025-12-30,expense,shopping,Shopping expense,417.53,GBP,m_ebay,eBay,5968,False,discretionary,0,0
txn_6426,2025-01-22,expense,rent,Rent expense,26.49,USD,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6427,2025-02-28,expense,dining,Dining expense,252.02,GBP,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_6428,2025-06-08,expense,mobile,Mobile expense,165.91,GBP,m_vodafone,Vodafone,4814,True,essential,1,1
txn_6429,2025-08-29,expense,subscriptions,Subscriptions expense,97.75,GBP,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_6430,2025-10-10,expense,health,Health expense,90.19,GBP,m_nhs,NHS,8099,False,essential,0,1
txn_6431,2025-12-13,expense,travel,Travel expense,196.31,GBP,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_6432,2025-08-13,expense,transport,Transport expense,102.98,GBP,m_tfl,Transport for London,4111,False,essential,0,1
txn_6433,2025-03-18,expense,health,Health expense,426.63,USD,m_nhs,NHS,8099,False,essential,0,1
txn_6434,2025-01-14,expense,coffee,Coffee expense,252.71,GBP,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_6435,2025-12-22,expense,coffee,Coffee expense,223.85,GBP,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_6436,2025-06-15,expense,mobile,Mobile expense,201.11,GBP,m_vodafone,Vodafone,4814,True,essential,1,1
txn_6437,2025-03-06,expense,entertainment,Entertainment expense,201.03,USD,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_6438,2025-01-04,expense,subscriptions,Subscriptions expense,324.28,INR,m_google,Google,5734,True,discretionary,1,0
txn_6439,2025-12-11,expense,dining,Dining expense,388.41,USD,m_kfc,KFC,5814,False,discretionary,0,0
txn_6440,2025-09-07,expense,mobile,Mobile expense,434.46,USD,m_ee,EE,4814,True,essential,1,1
txn_6441,2025-02-01,expense,rent,Rent expense,19.48,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6442,2025-04-02,expense,travel,Travel expense,340.21,USD,m_booking,Booking.com,7011,False,discretionary,0,0
txn_6443,2025-12-05,expense,travel,Travel expense,534.1,USD,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_6444,2025-10-16,income,freelance,Freelance payment,435.86,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6445,2025-08-16,expense,health,Health expense,15.97,GBP,m_boots,Boots,5912,False,essential,0,1
txn_6446,2025-02-23,expense,travel,Travel expense,386.7,GBP,m_booking,Booking.com,7011,False,discretionary,0,0
txn_6447,2025-08-25,income,bonus,Bonus payment,2777.22,GBP,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_6448,2025-03-30,income,dividend,Dividend payment,3423.7,USD,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6449,2025-05-10,expense,utilities,Utilities expense,262.98,GBP,m_thameswater,Thames Water,4900,True,essential,1,1
txn_6450,2025-09-01,expense,travel,Travel expense,111.03,GBP,m_trainline,Trainline,4112,False,discretionary,0,0
txn_6451,2025-02-07,expense,health,Health expense,144.13,USD,m_boots,Boots,5912,False,essential,0,1
txn_6452,2025-12-18,expense,entertainment,Entertainment expense,358.57,GBP,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_6453,2025-10-23,expense,groceries,Groceries expense,3.46,USD,m_tesco,Tesco,5411,False,essential,0,1
txn_6454,2025-06-22,expense,groceries,Groceries expense,97.45,INR,m_waitrose,Waitrose,5411,False,essential,0,1
txn_6455,2025-08-02,income,dividend,Dividend payment,678.51,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6456,2025-03-16,expense,utilities,Utilities expense,449.66,INR,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_6457,2025-04-04,expense,shopping,Shopping expense,173.07,GBP,m_ikea,IKEA,5712,False,discretionary,0,0
txn_6458,2025-10-14,expense,subscriptions,Subscriptions expense,101.58,INR,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_6459,2025-10-08,expense,travel,Travel expense,117.72,GBP,m_booking,Booking.com,7011,False,discretionary,0,0
txn_6460,2025-03-23,expense,groceries,Groceries expense,588.55,GBP,m_mands,Marks & Spencer,5411,False,essential,0,1
txn_6461,2025-03-27,expense,coffee,Coffee expense,156.69,GBP,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_6462,2025-12-27,expense,transport,Transport expense,444.91,GBP,m_uber,Uber,4121,False,essential,0,1
txn_6463,2025-05-19,expense,mobile,Mobile expense,251.34,GBP,m_ee,EE,4814,True,essential,1,1
txn_6464,2025-12-21,expense,coffee,Coffee expense,265.1,INR,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_6465,2025-12-22,expense,transport,Transport expense,218.35,GBP,m_tfl,Transport for London,4111,False,essential,0,1
txn_6466,2025-04-22,expense,entertainment,Entertainment expense,151.86,INR,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_6467,2025-09-11,expense,rent,Rent expense,266.03,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6468,2025-12-23,expense,travel,Travel expense,192.21,GBP,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_6469,2025-08-28,expense,travel,Travel expense,53.67,GBP,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_6470,2025-11-11,expense,transport,Transport expense,328.36,INR,m_nationalrail,National Rail,4112,False,essential,0,1
txn_6471,2025-03-21,expense,subscriptions,Subscriptions expense,360.05,GBP,m_disney,Disney+,4899,True,discretionary,1,0
txn_6472,2025-09-20,expense,travel,Travel expense,412.84,USD,m_booking,Booking.com,7011,False,discretionary,0,0
txn_6473,2025-02-06,expense,coffee,Coffee expense,73.48,INR,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_6474,2025-01-14,income,interest,Interest payment,483.22,USD,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6475,2025-09-22,expense,shopping,Shopping expense,233.54,GBP,m_johnlewis,John Lewis,5311,False,discretionary,0,0
txn_6476,2025-07-23,expense,subscriptions,Subscriptions expense,122.36,GBP,m_netflix,Netflix,4899,True,discretionary,1,0
txn_6477,2025-12-20,expense,travel,Travel expense,184.76,INR,m_booking,Booking.com,7011,False,discretionary,0,0
txn_6478,2025-08-30,expense,health,Health expense,40.33,GBP,m_boots,Boots,5912,False,essential,0,1
txn_6479,2025-08-27,expense,groceries,Groceries expense,528.31,USD,m_lidl,Lidl,5411,False,essential,0,1
txn_6480,2025-05-15,income,freelance,Freelance payment,3935.33,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6481,2025-12-11,expense,travel,Travel expense,475.5,GBP,m_ba,British Airways,4511,False,discretionary,0,0
txn_6482,2025-02-13,expense,mobile,Mobile expense,334.71,GBP,m_ee,EE,4814,True,essential,1,1
txn_6483,2025-05-14,expense,rent,Rent expense,558.72,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6484,2025-03-02,expense,utilities,Utilities expense,523.59,INR,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_6485,2025-02-22,expense,utilities,Utilities expense,281.47,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_6486,2025-02-22,expense,utilities,Utilities expense,496.55,GBP,m_britishgas,British Gas,4900,True,essential,1,1
txn_6487,2025-01-30,expense,travel,Travel expense,585.08,USD,m_booking,Booking.com,7011,False,discretionary,0,0
txn_6488,2025-10-24,expense,mobile,Mobile expense,228.83,INR,m_ee,EE,4814,True,essential,1,1
txn_6489,2025-12-25,income,interest,Interest payment,516.3,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6490,2025-01-28,expense,groceries,Groceries expense,22.92,GBP,m_costco,Costco,5300,False,essential,0,1
txn_6491,2025-10-20,expense,health,Health expense,282.45,GBP,m_superdrug,Superdrug,5912,False,essential,0,1
txn_6492,2025-02-24,expense,rent,Rent expense,436.45,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6493,2025-01-07,expense,shopping,Shopping expense,399.74,USD,m_amazon,Amazon,5942,False,discretionary,0,0
txn_6494,2025-10-17,expense,entertainment,Entertainment expense,410.24,USD,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_6495,2025-03-31,income,freelance,Freelance payment,2556.4,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6496,2025-08-29,expense,coffee,Coffee expense,389.76,INR,m_starbucks,Starbucks,5814,False,discretionary,0,0
txn_6497,2025-12-12,expense,health,Health expense,139.58,GBP,m_nhs,NHS,8099,False,essential,0,1
txn_6498,2025-11-03,expense,entertainment,Entertainment expense,186.92,INR,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_6499,2025-03-27,expense,health,Health expense,407.56,INR,m_superdrug,Superdrug,5912,False,essential,0,1
txn_6500,2025-11-12,expense,health,Health expense,389.77,GBP,m_boots,Boots,5912,False,essential,0,1
txn_6501,2025-01-29,expense,coffee,Coffee expense,69.58,INR,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_6502,2025-04-19,expense,subscriptions,Subscriptions expense,472.57,GBP,m_adobe,Adobe,5734,True,discretionary,1,0
txn_6503,2025-07-07,income,freelance,Freelance payment,1942.63,USD,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6504,2025-11-10,expense,subscriptions,Subscriptions expense,255.4,INR,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_6505,2025-07-22,expense,travel,Travel expense,321.08,INR,m_airbnb,Airbnb,7011,False,discretionary,0,0
txn_6506,2025-12-13,expense,internet,Internet expense,193.5,GBP,m_bt,BT,4814,True,essential,1,1
txn_6507,2025-09-12,expense,coffee,Coffee expense,360.03,INR,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_6508,2025-01-24,expense,mobile,Mobile expense,434.71,GBP,m_ee,EE,4814,True,essential,1,1
txn_6509,2025-09-22,expense,coffee,Coffee expense,353.76,GBP,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_6510,2025-01-18,expense,subscriptions,Subscriptions expense,203.77,USD,m_youtube,YouTube Premium,4899,True,discretionary,1,0
txn_6511,2025-07-25,income,bonus,Bonus payment,1887.99,GBP,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_6512,2025-05-16,expense,dining,Dining expense,111.23,INR,m_ubereats,Uber Eats,5814,False,discretionary,0,0
txn_6513,2025-07-11,expense,transport,Transport expense,584.46,GBP,m_uber,Uber,4121,False,essential,0,1
txn_6514,2025-10-30,income,salary,Salary payment,2827.6,GBP,m_employer,Employer Payroll,0,True,essential,1,1
txn_6515,2025-01-30,expense,subscriptions,Subscriptions expense,416.4,GBP,m_spotify,Spotify,4899,True,discretionary,1,0
txn_6516,2025-02-06,expense,travel,Travel expense,407.1,GBP,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_6517,2025-09-19,expense,mobile,Mobile expense,134.98,GBP,m_o2,O2,4814,True,essential,1,1
txn_6518,2025-03-26,income,dividend,Dividend payment,1765.79,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6519,2025-09-14,expense,health,Health expense,273.47,GBP,m_superdrug,Superdrug,5912,False,essential,0,1
txn_6520,2025-12-22,income,dividend,Dividend payment,231.59,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6521,2025-01-21,expense,health,Health expense,515.34,USD,m_boots,Boots,5912,False,essential,0,1
txn_6522,2025-05-16,income,freelance,Freelance payment,232.88,INR,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6523,2025-06-19,expense,mobile,Mobile expense,311.19,USD,m_ee,EE,4814,True,essential,1,1
txn_6524,2025-09-05,expense,entertainment,Entertainment expense,366.64,GBP,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_6525,2025-02-02,expense,utilities,Utilities expense,583.1,GBP,m_thameswater,Thames Water,4900,True,essential,1,1
txn_6526,2025-05-11,expense,utilities,Utilities expense,184.42,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_6527,2025-01-03,expense,utilities,Utilities expense,575.13,USD,m_britishgas,British Gas,4900,True,essential,1,1
txn_6528,2025-09-04,expense,health,Health expense,285.71,GBP,m_boots,Boots,5912,False,essential,0,1
txn_6529,2025-04-03,income,salary,Salary payment,1940.44,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_6530,2025-09-13,expense,subscriptions,Subscriptions expense,164.31,GBP,m_netflix,Netflix,4899,True,discretionary,1,0
txn_6531,2025-03-15,expense,travel,Travel expense,268.72,USD,m_ba,British Airways,4511,False,discretionary,0,0
txn_6532,2025-08-08,expense,mobile,Mobile expense,595.9,INR,m_o2,O2,4814,True,essential,1,1
txn_6533,2025-09-26,expense,shopping,Shopping expense,177.33,INR,m_amazon,Amazon,5942,False,discretionary,0,0
txn_6534,2025-06-18,expense,subscriptions,Subscriptions expense,178.36,INR,m_spotify,Spotify,4899,True,discretionary,1,0
txn_6535,2025-02-05,expense,groceries,Groceries expense,551.0,GBP,m_aldi,ALDI,5411,False,essential,0,1
txn_6536,2025-03-11,expense,travel,Travel expense,596.84,USD,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_6537,2025-01-02,expense,transport,Transport expense,417.84,INR,m_tfl,Transport for London,4111,False,essential,0,1
txn_6538,2025-06-20,expense,entertainment,Entertainment expense,349.69,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_6539,2025-05-09,expense,internet,Internet expense,362.48,USD,m_bt,BT,4814,True,essential,1,1
txn_6540,2025-02-26,income,dividend,Dividend payment,1288.1,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6541,2025-05-31,expense,travel,Travel expense,431.82,USD,m_booking,Booking.com,7011,False,discretionary,0,0
txn_6542,2025-12-09,expense,groceries,Groceries expense,588.75,GBP,m_tesco,Tesco,5411,False,essential,0,1
txn_6543,2025-07-29,expense,transport,Transport expense,423.74,INR,m_uber,Uber,4121,False,essential,0,1
txn_6544,2025-12-26,expense,subscriptions,Subscriptions expense,280.27,GBP,m_spotify,Spotify,4899,True,discretionary,1,0
txn_6545,2025-12-03,expense,internet,Internet expense,20.09,GBP,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_6546,2025-06-11,expense,travel,Travel expense,23.0,GBP,m_ba,British Airways,4511,False,discretionary,0,0
txn_6547,2025-12-28,income,freelance,Freelance payment,1142.69,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6548,2025-04-20,expense,subscriptions,Subscriptions expense,531.2,USD,m_gym,Gym Membership,7997,True,discretionary,1,0
txn_6549,2025-11-30,expense,groceries,Groceries expense,323.06,INR,m_tesco,Tesco,5411,False,essential,0,1
txn_6550,2025-11-22,expense,coffee,Coffee expense,275.03,GBP,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_6551,2025-06-30,expense,subscriptions,Subscriptions expense,484.28,GBP,m_netflix,Netflix,4899,True,discretionary,1,0
txn_6552,2025-03-08,expense,internet,Internet expense,419.72,USD,m_sky,Sky,4899,True,essential,1,1
txn_6553,2025-09-09,expense,internet,Internet expense,542.64,USD,m_sky,Sky,4899,True,essential,1,1
txn_6554,2025-10-04,expense,travel,Travel expense,250.89,GBP,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_6555,2025-06-13,expense,shopping,Shopping expense,374.3,GBP,m_ebay,eBay,5968,False,discretionary,0,0
txn_6556,2025-09-19,expense,travel,Travel expense,140.52,INR,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_6557,2025-08-10,expense,groceries,Groceries expense,314.69,GBP,m_tesco,Tesco,5411,False,essential,0,1
txn_6558,2025-01-15,income,bonus,Bonus payment,730.14,USD,m_employer,Employer Payroll,0,False,discretionary,0,0
txn_6559,2025-03-29,expense,travel,Travel expense,351.23,INR,m_easyjet,easyJet,4511,False,discretionary,0,0
txn_6560,2025-06-11,expense,travel,Travel expense,354.42,GBP,m_ba,British Airways,4511,False,discretionary,0,0
txn_6561,2025-11-07,expense,transport,Transport expense,323.04,GBP,m_bolt,Bolt,4121,False,essential,0,1
txn_6562,2025-03-22,expense,utilities,Utilities expense,530.29,GBP,m_octopus,Octopus Energy,4900,True,essential,1,1
txn_6563,2025-06-18,income,salary,Salary payment,2745.43,USD,m_employer,Employer Payroll,0,True,essential,1,1
txn_6564,2025-12-12,income,salary,Salary payment,3212.14,INR,m_employer,Employer Payroll,0,True,essential,1,1
txn_6565,2025-03-27,income,salary,Salary payment,990.34,USD,m_employer,Employer Payroll,0,True,essential,1,1
txn_6566,2025-08-10,expense,coffee,Coffee expense,77.81,INR,m_pret,Pret A Manger,5814,False,discretionary,0,0
txn_6567,2025-08-15,expense,internet,Internet expense,234.74,INR,m_virginmedia,Virgin Media,4814,True,essential,1,1
txn_6568,2025-08-07,expense,transport,Transport expense,283.78,GBP,m_tfl,Transport for London,4111,False,essential,0,1
txn_6569,2025-09-28,expense,rent,Rent expense,433.98,INR,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6570,2025-03-18,income,interest,Interest payment,2331.94,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6571,2025-05-18,expense,entertainment,Entertainment expense,6.34,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_6572,2025-04-04,expense,dining,Dining expense,161.04,USD,m_kfc,KFC,5814,False,discretionary,0,0
txn_6573,2025-11-21,expense,utilities,Utilities expense,147.15,GBP,m_britishgas,British Gas,4900,True,essential,1,1
txn_6574,2025-08-06,income,interest,Interest payment,2098.88,USD,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6575,2025-01-19,income,freelance,Freelance payment,1490.7,GBP,m_freelance_platform,Freelance Platform,0,False,discretionary,0,0
txn_6576,2025-07-02,expense,dining,Dining expense,38.42,INR,m_nandos,Nando's,5812,False,discretionary,0,0
txn_6577,2025-03-06,expense,entertainment,Entertainment expense,382.34,USD,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_6578,2025-03-06,income,interest,Interest payment,3706.57,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6579,2025-01-12,expense,subscriptions,Subscriptions expense,154.24,USD,m_spotify,Spotify,4899,True,discretionary,1,0
txn_6580,2025-03-20,expense,coffee,Coffee expense,545.13,GBP,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_6581,2025-09-24,expense,mobile,Mobile expense,477.87,USD,m_ee,EE,4814,True,essential,1,1
txn_6582,2025-08-23,expense,groceries,Groceries expense,64.19,GBP,m_lidl,Lidl,5411,False,essential,0,1
txn_6583,2025-09-02,expense,shopping,Shopping expense,473.65,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_6584,2025-08-04,expense,travel,Travel expense,521.93,GBP,m_booking,Booking.com,7011,False,discretionary,0,0
txn_6585,2025-08-24,expense,subscriptions,Subscriptions expense,591.92,INR,m_netflix,Netflix,4899,True,discretionary,1,0
txn_6586,2025-06-25,expense,coffee,Coffee expense,578.42,GBP,m_costa,Costa Coffee,5814,False,discretionary,0,0
txn_6587,2025-05-23,expense,entertainment,Entertainment expense,403.34,GBP,m_cineworld,Cineworld,7832,False,discretionary,0,0
txn_6588,2025-09-13,expense,transport,Transport expense,427.58,USD,m_uber,Uber,4121,False,essential,0,1
txn_6589,2025-11-16,expense,coffee,Coffee expense,327.53,USD,m_nero,Caffè Nero,5814,False,discretionary,0,0
txn_6590,2025-06-19,expense,entertainment,Entertainment expense,263.75,INR,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_6591,2025-01-06,expense,transport,Transport expense,145.01,INR,m_trainline,Trainline,4112,False,essential,0,1
txn_6592,2025-11-11,expense,mobile,Mobile expense,504.5,GBP,m_o2,O2,4814,True,essential,1,1
txn_6593,2025-12-13,expense,travel,Travel expense,166.2,USD,m_ryanair,Ryanair,4511,False,discretionary,0,0
txn_6594,2025-09-07,expense,dining,Dining expense,37.38,GBP,m_mcd,McDonald's,5814,False,discretionary,0,0
txn_6595,2025-03-07,expense,dining,Dining expense,515.95,GBP,m_ubereats,Uber Eats,5814,False,discretionary,0,0
txn_6596,2025-05-06,expense,entertainment,Entertainment expense,72.16,GBP,m_ticketmaster,Ticketmaster,7922,False,discretionary,0,0
txn_6597,2025-09-16,expense,transport,Transport expense,327.49,INR,m_shell,Shell,5541,False,essential,0,1
txn_6598,2025-05-07,expense,shopping,Shopping expense,534.87,GBP,m_amazon,Amazon,5942,False,discretionary,0,0
txn_6599,2025-10-08,expense,rent,Rent expense,325.42,GBP,m_landlord,Landlord / Letting Agent,6513,True,essential,1,1
txn_6600,2025-01-09,expense,dining,Dining expense,125.61,GBP,m_deliveroo,Deliveroo,5814,False,discretionary,0,0
txn_6601,2025-05-24,expense,shopping,Shopping expense,243.41,USD,m_ikea,IKEA,5712,False,discretionary,0,0
txn_6602,2025-01-11,income,interest,Interest payment,829.66,INR,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6603,2025-08-24,income,interest,Interest payment,1590.09,GBP,m_invest_platform,Investment Platform,0,False,discretionary,0,0
txn_6604,2025-08-09,expense,utilities,Utilities expense,418.71,GBP,m_britishgas,British Gas,4900,True,essential,1,1
